molecule_chembl_id,target_chembl_id,target_pref_name,standard_type,standard_relation,standard_value,standard_units,assay_chembl_id,assay_type,assay_description,document_chembl_id,readout,smiles,pActivity
CHEMBL389995,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.981,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cc(Cl)cc(C(=O)O)c1,8.400007822415901
CHEMBL234721,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.981,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2F)n1-c1cc(Cl)cc(C(=O)O)c1,8.400007822415901
CHEMBL233872,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,CCOc1ccc(C(=O)O)cc1-n1c(C)ccc1-c1cc(Cl)ccc1OCc1ccccc1,6.900008766455316
CHEMBL233871,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,251.19,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,COc1ccc(C(=O)O)cc1-n1c(C)ccc1-c1cc(Cl)ccc1OCc1ccccc1,6.599997654072045
CHEMBL395756,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,158.49,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2F)n1-c1cc(C(=O)O)ccc1Cl,6.799998134593398
CHEMBL233665,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,316.23,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2)n1-c1cc(C(=O)O)ccc1Cl,6.499996931948306
CHEMBL395310,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2)n1-c1cc(C(=O)O)ccc1F,8.199970640755865
CHEMBL395523,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(C(F)(F)F)ccc2OCc2ccccc2)n1-c1cc(C(=O)O)ccc1F,8.199970640755865
CHEMBL266258,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL890027,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cell membranes,CHEMBL1146289,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccc(F)cc2F)n1-c1cc(C(=O)O)ccc1F,8.199970640755865
CHEMBL395582,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3ccccc3OCc3ccccc3)CCC2)c1,8.199970640755865
CHEMBL234940,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3cc(Cl)ccc3OCc3ccc(F)cc3F)CCC2)n1,8.599980364934842
CHEMBL389996,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.995,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cncc(C2=C(c3cc(Cl)ccc3OCc3ccc(F)cc3F)CCC2)n1,8.700057099977233
CHEMBL234939,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,158.49,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1ccnc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)n1,6.799998134593398
CHEMBL389994,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,199.53,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)ncn1,6.699991797446187
CHEMBL233245,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,6.31,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cnnc(C2=C(c3cc(Cl)ccc3OCc3ccc(F)cc3F)CCC2)c1,8.199970640755865
CHEMBL233044,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)cnn1,7.400007822415902
CHEMBL389796,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.585,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,Cc1ncc(C2=C(c3cc(Cl)ccc3OCc3ccc(F)cc3)CCC2)cc1C(=O)O,8.79997073344623
CHEMBL233043,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cncc(C2=C(c3cc(C(F)(F)F)ccc3OCc3ccccc3)CCC2)c1,8.0
CHEMBL395542,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.162,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1ccnc(C2=C(c3cc(Br)ccc3OCc3ccc(F)cc3)CCC2)c1,8.500038134403809
CHEMBL234290,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cc(C2=C(c3cc(C(F)(F)F)ccc3OCc3ccccc3)CCC2)ccn1,7.400007822415902
CHEMBL234289,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,199.53,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,N#Cc1ccc(OCc2ccc(Cl)cc2)c(C2=C(c3cccc(C(=O)O)c3)CCC2)c1,6.699991797446187
CHEMBL397957,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,N#Cc1ccc(OCc2ccc(F)cc2F)c(C2=C(c3cccc(C(=O)O)c3)CCC2)c1,7.400007822415902
CHEMBL234082,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,398.11,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,N#Cc1ccc(OCc2ccc(F)cc2)c(C2=C(c3cccc(C(=O)O)c3)CCC2)c1,6.399996913372259
CHEMBL234924,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,100.0,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,N#Cc1ccc(OCc2ccccc2)c(C2=C(c3cccc(C(=O)O)c3)CCC2)c1,7.0
CHEMBL234710,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,15.85,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,CS(=O)(=O)c1ccc(OCc2ccc(F)cc2F)c(C2=C(c3cccc(C(=O)O)c3)CCC2)c1,7.79997073344623
CHEMBL395311,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,CS(=O)(=O)c1ccc(OCc2ccc(F)cc2)c(C2=C(c3cccc(C(=O)O)c3)CCC2)c1,7.100015437450609
CHEMBL265086,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,79.43,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,CS(=O)(=O)c1ccc(OCc2ccccc2)c(C2=C(c3cccc(C(=O)O)c3)CCC2)c1,7.100015437450609
CHEMBL234709,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,15.85,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,CSc1ccc(OCc2ccc(F)cc2F)c(C2=C(c3cccc(C(=O)O)c3)CCC2)c1,7.79997073344623
CHEMBL389596,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,31.62,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,CSc1ccc(OCc2ccc(F)cc2)c(C2=C(c3cccc(C(=O)O)c3)CCC2)c1,7.50003813440381
CHEMBL234281,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,CSc1ccc(OCc2ccccc2)c(C2=C(c3cccc(C(=O)O)c3)CCC2)c1,7.199970640755866
CHEMBL234280,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,COc1ccc(COc2ccc(Br)cc2C2=C(c3cccc(C(=O)O)c3)CCC2)cc1,7.400007822415902
CHEMBL390188,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3cc(Br)ccc3OCc3ccc(Cl)cc3F)CCC2)c1,8.599980364934842
CHEMBL387605,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3cc(Br)ccc3OCc3ccc(F)cc3F)CCC2)c1,8.299988937677888
CHEMBL234069,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,100.0,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3cc(Br)ccc3OCc3ccc(Cl)c(Cl)c3)CCC2)c1,7.0
CHEMBL395284,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,19.95,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3cc(Br)ccc3OCc3ccc(F)cc3)CCC2)c1,7.700057099977233
CHEMBL428370,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3cc(Br)ccc3OCc3ccc(Cl)cc3)CCC2)c1,7.899974269892137
CHEMBL397687,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3cc(Br)ccc3OCc3ccccc3)CCC2)c1,7.899974269892137
CHEMBL207577,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3cc(Cl)ccc3OCc3ccccc3)CCC2)c1,8.299988937677888
CHEMBL233858,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,100.0,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,COc1ccc(COc2ccccc2C2=C(c3cccc(C(=O)O)c3)CCC2)cc1,7.0
CHEMBL388655,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3ccccc3OCc3ccc(Cl)cc3F)CCC2)c1,7.299988937677888
CHEMBL233231,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,398.11,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3ccccc3OCc3ccc(Cl)c(Cl)c3)CCC2)c1,6.399996913372259
CHEMBL233230,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL889917,B,Inhibition of human EP1 receptor,CHEMBL1146277,IC50,O=C(O)c1cccc(C2=C(c3ccccc3OCc3ccc(F)cc3F)CCC2)c1,7.599980364934842
CHEMBL377852,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)O)c1,8.100015437450608
CHEMBL233772,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,158.49,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1ccc2c(c1)C(=O)NC2=O,6.799998134593398
CHEMBL391456,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,501.19,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(-n2cncn2)cc1,6.299997602857746
CHEMBL233565,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1ccc(-c2cnc[nH]2)cc1,7.400007822415902
CHEMBL438126,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1cc(=O)[nH]c2cc(-n3c(C)ccc3-c3cc(Cl)ccc3OCc3ccccc3)ccc12,7.199970640755866
CHEMBL233361,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,CC(=O)Nc1cccc(-n2c(C)ccc2-c2cc(Cl)ccc2OCc2ccccc2)c1,7.199970640755866
CHEMBL233359,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,199.53,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1nc(-c2cccc(-n3c(C)ccc3-c3cc(Br)ccc3OCc3ccc(F)cc3F)c2)no1,6.699991797446187
CHEMBL233160,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1nnc(-c2cccc(-n3c(C)ccc3-c3cc(Br)ccc3OCc3ccc(F)cc3F)c2)o1,7.400007822415902
CHEMBL233159,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cccc(-c2nc3ccccc3[nH]2)c1,7.199970640755866
CHEMBL393743,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cccc(-c2ncccn2)c1,6.900008766455316
CHEMBL234183,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,251.19,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cccc(-c2ccccn2)c1,6.599997654072045
CHEMBL234182,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,125.89,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cccc(-c2cccnc2)c1,6.900008766455316
CHEMBL392047,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc2[nH]ncc2c1,7.400007822415902
CHEMBL234181,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc2cn[nH]c2c1,7.400007822415902
CHEMBL233975,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc2nn[nH]c2c1,7.599980364934842
CHEMBL233971,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,630.96,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2ccccc2OCc2ccc(F)cc2F)n1-c1ccc2nn[nH]c2c1,6.199998172182031
CHEMBL233768,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,1.585,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(C(=O)N[C@H](C)c2ccccc2)cc1,8.79997073344623
CHEMBL391931,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,39.81,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)N[C@H](C)c2ccccc2)c1,7.400007822415902
CHEMBL391228,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,316.23,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)N[C@@H](C)c2ccccc2)c1,6.499996931948306
CHEMBL233146,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)NCc2ccncc2)c1,7.199970640755866
CHEMBL233141,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)NCc2cccnc2)c1,7.199970640755866
CHEMBL399800,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)NCc2ccccn2)c1,7.299988937677888
CHEMBL233140,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(=O)NCc2ccccc2)c1,7.599980364934842
CHEMBL391930,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,501.19,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cccc(C(=O)Nc2ccccc2)c1,6.299997602857746
CHEMBL231723,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,10.0,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1cccc(C(=O)N(C)C)c1,8.0
CHEMBL231722,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,19.95,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,CNC(=O)c1cccc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2F)c1,7.700057099977233
CHEMBL393416,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1cccc(C(N)=O)c1,7.199970640755866
CHEMBL393374,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,501.19,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2ccccc2OCc2ccc(F)cc2F)n1-c1cccc(C(N)=O)c1,6.299997602857746
CHEMBL391026,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,5.012,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(C(=O)N[C@@H](C)c2ccccc2)cc1,8.299988937677888
CHEMBL232537,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,63.1,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(C(=O)NCc2ccncc2)cc1,7.199970640755866
CHEMBL401023,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,12.59,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(C(=O)NCc2cccnc2)cc1,7.899974269892137
CHEMBL232117,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,2.512,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(C(=O)NCc2ccccn2)cc1,8.599980364934842
CHEMBL234176,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,25.12,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(C(=O)NCc2ccccc2)cc1,7.599980364934842
CHEMBL439381,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,15.85,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1ccc(C(=O)NC(C)(C)C)cc1,7.79997073344623
CHEMBL234174,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,50.12,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,CCN(CC)C(=O)c1ccc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2F)cc1,7.299988937677888
CHEMBL233138,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,15.85,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1ccc(C(=O)N(C)C)cc1,7.79997073344623
CHEMBL233137,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,3.981,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,CNC(=O)c1ccc(-n2c(C)ccc2-c2cc(Br)ccc2OCc2ccc(F)cc2F)cc1,8.400007822415901
CHEMBL232932,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,7.943,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccc(F)cc2F)n1-c1ccc(C(N)=O)cc1,8.100015437450608
CHEMBL393187,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,19.95,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(S(N)(=O)=O)cc1,7.700057099977233
CHEMBL232931,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,31.62,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1ccc(S(C)(=O)=O)cc1,7.50003813440381
CHEMBL232930,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,19.95,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Cl)ccc2OCc2ccccc2)n1-c1ccc(S(C)(=O)=O)cc1,7.700057099977233
CHEMBL439388,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,501.19,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2ccccc2OCc2ccccc2)n1-c1ccc(S(C)(=O)=O)cc1,6.299997602857746
CHEMBL232734,CHEMBL1811,Prostanoid EP1 receptor,IC50,=,199.53,nM,CHEMBL897085,B,Displacement of [3H]PGE2 from human recombinant EP1 receptor expressed in CHO cells,CHEMBL1148842,IC50,Cc1ccc(-c2cc(Br)ccc2OCc2ccccc2)n1-c1cccc(S(C)(=O)=O)c1,6.699991797446187
